source_id,ra,dec,parallax,parallax_over_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,logg_gspphot,radius_gspphot,mh_gspphot
4579612577050983680,272.85438633002985,24.95858164634727,1.5752750755443778,11.254259,1.0052886,18.604694,19.985106,17.453747,2.5313587,3552.6924,4.3303,0.8538,-0.2196
4042148615967067648,270.7260804681417,-34.51449857100683,0.32071225176907125,16.744114,0.79423285,12.506324,13.634999,11.458492,2.176507,4705.4663,1.4325,24.9719,-1.1789
4993115574290356608,8.914061373436065,-42.05298204437931,0.9061589435702834,37.772694,0.9456859,15.002645,15.326025,14.507887,0.8181381,5743.2935,4.4029,0.9754,-0.8152
432288046026038144,1.1433848632516064,65.74437576650585,2.5997372234181406,51.87997,1.1045543,16.598518,17.88035,15.499101,2.3812494,4089.6733,4.5268,0.7824,0.4367
331295914447481600,34.457261173919996,37.88435916981854,0.9125640598737825,19.961994,1.0076182,15.905994,16.358103,15.289939,1.0681639,4945.9326,4.4898,0.8256,-0.4971
6665186607944309376,291.4211684864702,-42.63304591464394,0.3384725986063065,19.578392,1.1234658,12.903797,13.472971,12.19367,1.2793007,4615.448,2.3501,11.6482,-0.2541
1869330265871016192,311.66631561865177,34.21321399761843,0.6566928297874329,10.458657,0.96115357,17.085878,17.755684,16.309664,1.4460201,4563.945,4.3463,1.1009,-0.0299
4156148494115701888,277.08454247308396,-9.158639347930073,1.251256412093441,14.688367,1.2105299,17.178621,18.204268,16.117758,2.0865097,4851.613,4.647,0.6292,-0.5058
5865440852520073344,206.36798671485153,-62.48929494229967,0.3509828642316743,25.777826,1.0442716,13.24247,14.329867,12.213365,2.1165028,4784.607,1.8815,17.5612,-1.1173
6603429964681837568,341.75024248615966,-33.810378037525126,0.8904661852762388,20.48799,1.0090739,15.927033,16.40041,15.310213,1.0901966,4946.242,4.4476,0.952,0.042
138886670985521920,45.855814129754144,36.052504833309,1.360242416528976,68.03007,1.1987344,13.722383,14.130951,13.142295,0.98865604,5908.662,4.1688,1.2555,-0.4108
4226268370684109824,310.4847684916217,-1.1133084061523741,0.578415799552243,23.71299,0.9699895,14.894305,15.219412,14.405921,0.81349087,5690.4766,4.221,1.414,-0.2786
2162632517368932992,315.9597430910311,45.09474819192085,0.39992377417679004,10.209406,1.0297347,16.402452,16.876293,15.758108,1.118185,5421.3325,4.3323,1.0467,-1.4739
4313144667108836992,287.2499298120086,12.219889712054941,0.8258604781066781,27.883223,1.3579811,14.816594,15.450549,13.988678,1.4618711,6931.2754,4.0445,1.6635,-0.7282
3832238445926121856,155.07464740632236,1.2487911654772512,1.7147597822273604,11.334722,0.99843615,18.10237,19.512928,16.923012,2.5899162,3449.0347,4.7661,0.4441,-0.1406
3573685817050020864,179.79309031354424,-13.983105293768471,0.9171350136734934,18.683075,0.9768923,16.13215,16.667526,15.453345,1.214181,4864.238,4.5637,0.7584,0.1414
5642751402411099392,131.26418936099532,-29.003027597972746,5.503543505096693,41.029804,1.0065315,18.47821,20.324259,17.20699,3.1172695,3190.5652,5.0205,0.2448,-0.2175
5846567902908353792,215.1053597893548,-69.3573077695668,0.4814877202929417,11.77029,0.9920028,16.210638,16.703098,15.53013,1.1729679,5368.0483,4.3141,1.0689,-1.5587
4602563168591327872,264.20598424741286,34.68530213734948,2.260930682072397,21.632746,1.0169024,18.27467,19.47746,17.178078,2.2993832,3377.2893,4.6366,0.3643,-0.6725
